name,rstb,path
Aoc/0010/Map/MainField/C-1/C-1_Static.mubin,93860,aoc/0010/Map/MainField/C-1/C-1_Static.smubin
Aoc/0010/Map/MainField/C-1/C-1_TeraTree.blwp,4292,aoc/0010/Map/MainField/C-1/C-1_TeraTree.sblwp
Aoc/0010/Map/MainField/C-2/C-2_Static.mubin,168324,aoc/0010/Map/MainField/C-2/C-2_Static.smubin
Aoc/0010/Map/MainField/C-2/C-2_TeraTree.blwp,7908,aoc/0010/Map/MainField/C-2/C-2_TeraTree.sblwp
Aoc/0010/Map/MainField/C-3/C-3_Static.mubin,97796,aoc/0010/Map/MainField/C-3/C-3_Static.smubin
Aoc/0010/Map/MainField/C-3/C-3_TeraTree.blwp,8196,aoc/0010/Map/MainField/C-3/C-3_TeraTree.sblwp
Aoc/0010/Map/MainField/C-4/C-4_Static.mubin,129060,aoc/0010/Map/MainField/C-4/C-4_Static.smubin
Aoc/0010/Map/MainField/C-4/C-4_TeraTree.blwp,9220,aoc/0010/Map/MainField/C-4/C-4_TeraTree.sblwp
Aoc/0010/Map/MainField/C-5/C-5_Static.mubin,132676,aoc/0010/Map/MainField/C-5/C-5_Static.smubin
Aoc/0010/Map/MainField/C-5/C-5_TeraTree.blwp,31044,aoc/0010/Map/MainField/C-5/C-5_TeraTree.sblwp
Aoc/0010/Map/MainField/C-6/C-6_Static.mubin,134628,aoc/0010/Map/MainField/C-6/C-6_Static.smubin
Aoc/0010/Map/MainField/C-6/C-6_TeraTree.blwp,15940,aoc/0010/Map/MainField/C-6/C-6_TeraTree.sblwp
Aoc/0010/Map/MainField/C-7/C-7_Static.mubin,155364,aoc/0010/Map/MainField/C-7/C-7_Static.smubin
Aoc/0010/Map/MainField/C-7/C-7_TeraTree.blwp,1188,aoc/0010/Map/MainField/C-7/C-7_TeraTree.sblwp
Aoc/0010/Map/MainField/C-8/C-8_Static.mubin,84900,aoc/0010/Map/MainField/C-8/C-8_Static.smubin
Aoc/0010/Map/MainField/C-8/C-8_TeraTree.blwp,708,aoc/0010/Map/MainField/C-8/C-8_TeraTree.sblwp
Aoc/0010/Map/MainField/D-1/D-1_Static.mubin,50948,aoc/0010/Map/MainField/D-1/D-1_Static.smubin
Aoc/0010/Map/MainField/D-1/D-1_TeraTree.blwp,4676,aoc/0010/Map/MainField/D-1/D-1_TeraTree.sblwp
Aoc/0010/Map/MainField/D-2/D-2_Static.mubin,112292,aoc/0010/Map/MainField/D-2/D-2_Static.smubin
Aoc/0010/Map/MainField/D-2/D-2_TeraTree.blwp,12324,aoc/0010/Map/MainField/D-2/D-2_TeraTree.sblwp
Aoc/0010/Map/MainField/D-3/D-3_Static.mubin,117796,aoc/0010/Map/MainField/D-3/D-3_Static.smubin
Aoc/0010/Map/MainField/D-3/D-3_TeraTree.blwp,12644,aoc/0010/Map/MainField/D-3/D-3_TeraTree.sblwp
Aoc/0010/Map/MainField/D-4/D-4_Static.mubin,129444,aoc/0010/Map/MainField/D-4/D-4_Static.smubin
Aoc/0010/Map/MainField/D-4/D-4_TeraTree.blwp,5636,aoc/0010/Map/MainField/D-4/D-4_TeraTree.sblwp
Aoc/0010/Map/MainField/D-5/D-5_Static.mubin,176100,aoc/0010/Map/MainField/D-5/D-5_Static.smubin
Aoc/0010/Map/MainField/D-5/D-5_TeraTree.blwp,13188,aoc/0010/Map/MainField/D-5/D-5_TeraTree.sblwp
Aoc/0010/Map/MainField/D-6/D-6_Static.mubin,246020,aoc/0010/Map/MainField/D-6/D-6_Static.smubin
Aoc/0010/Map/MainField/D-6/D-6_TeraTree.blwp,18852,aoc/0010/Map/MainField/D-6/D-6_TeraTree.sblwp
Aoc/0010/Map/MainField/D-7/D-7_Static.mubin,155044,aoc/0010/Map/MainField/D-7/D-7_Static.smubin
Aoc/0010/Map/MainField/D-7/D-7_TeraTree.blwp,6052,aoc/0010/Map/MainField/D-7/D-7_TeraTree.sblwp
Aoc/0010/Map/MainField/D-8/D-8_Static.mubin,77828,aoc/0010/Map/MainField/D-8/D-8_Static.smubin
Aoc/0010/Map/MainField/D-8/D-8_TeraTree.blwp,420,aoc/0010/Map/MainField/D-8/D-8_TeraTree.sblwp
Aoc/0010/Map/MainField/E-1/E-1_Static.mubin,37508,aoc/0010/Map/MainField/E-1/E-1_Static.smubin
Aoc/0010/Map/MainField/E-1/E-1_TeraTree.blwp,388,aoc/0010/Map/MainField/E-1/E-1_TeraTree.sblwp
Aoc/0010/Map/MainField/E-2/E-2_Static.mubin,39396,aoc/0010/Map/MainField/E-2/E-2_Static.smubin
Aoc/0010/Map/MainField/E-2/E-2_TeraTree.blwp,3812,aoc/0010/Map/MainField/E-2/E-2_TeraTree.sblwp
Aoc/0010/Map/MainField/E-3/E-3_Static.mubin,45732,aoc/0010/Map/MainField/E-3/E-3_Static.smubin
Aoc/0010/Map/MainField/E-3/E-3_TeraTree.blwp,8932,aoc/0010/Map/MainField/E-3/E-3_TeraTree.sblwp
Aoc/0010/Map/MainField/E-4/E-4_Static.mubin,424676,aoc/0010/Map/MainField/E-4/E-4_Static.smubin
Aoc/0010/Map/MainField/E-4/E-4_TeraTree.blwp,37060,aoc/0010/Map/MainField/E-4/E-4_TeraTree.sblwp
Aoc/0010/Map/MainField/E-5/E-5_Static.mubin,135812,aoc/0010/Map/MainField/E-5/E-5_Static.smubin
Aoc/0010/Map/MainField/E-5/E-5_TeraTree.blwp,18948,aoc/0010/Map/MainField/E-5/E-5_TeraTree.sblwp
Aoc/0010/Map/MainField/E-6/E-6_Static.mubin,294116,aoc/0010/Map/MainField/E-6/E-6_Static.smubin
Aoc/0010/Map/MainField/E-6/E-6_TeraTree.blwp,34724,aoc/0010/Map/MainField/E-6/E-6_TeraTree.sblwp
Aoc/0010/Map/MainField/E-7/E-7_Static.mubin,178980,aoc/0010/Map/MainField/E-7/E-7_Static.smubin
Aoc/0010/Map/MainField/E-7/E-7_TeraTree.blwp,6212,aoc/0010/Map/MainField/E-7/E-7_TeraTree.sblwp
Aoc/0010/Map/MainField/E-8/E-8_Static.mubin,85412,aoc/0010/Map/MainField/E-8/E-8_Static.smubin
Aoc/0010/Map/MainField/E-8/E-8_TeraTree.blwp,10532,aoc/0010/Map/MainField/E-8/E-8_TeraTree.sblwp
Aoc/0010/Map/MainField/F-1/F-1_Static.mubin,70276,aoc/0010/Map/MainField/F-1/F-1_Static.smubin
Aoc/0010/Map/MainField/F-1/F-1_TeraTree.blwp,22244,aoc/0010/Map/MainField/F-1/F-1_TeraTree.sblwp
Aoc/0010/Map/MainField/F-2/F-2_Static.mubin,153284,aoc/0010/Map/MainField/F-2/F-2_Static.smubin
Aoc/0010/Map/MainField/F-2/F-2_TeraTree.blwp,36324,aoc/0010/Map/MainField/F-2/F-2_TeraTree.sblwp
Aoc/0010/Map/MainField/F-3/F-3_Static.mubin,113604,aoc/0010/Map/MainField/F-3/F-3_Static.smubin
Aoc/0010/Map/MainField/F-3/F-3_TeraTree.blwp,27556,aoc/0010/Map/MainField/F-3/F-3_TeraTree.sblwp
Aoc/0010/Map/MainField/F-4/F-4_Static.mubin,171940,aoc/0010/Map/MainField/F-4/F-4_Static.smubin
Aoc/0010/Map/MainField/F-4/F-4_TeraTree.blwp,22404,aoc/0010/Map/MainField/F-4/F-4_TeraTree.sblwp
Aoc/0010/Map/MainField/F-5/F-5_Static.mubin,142148,aoc/0010/Map/MainField/F-5/F-5_Static.smubin
Aoc/0010/Map/MainField/F-5/F-5_TeraTree.blwp,36004,aoc/0010/Map/MainField/F-5/F-5_TeraTree.sblwp
Aoc/0010/Map/MainField/F-6/F-6_Static.mubin,196356,aoc/0010/Map/MainField/F-6/F-6_Static.smubin
Aoc/0010/Map/MainField/F-6/F-6_TeraTree.blwp,47332,aoc/0010/Map/MainField/F-6/F-6_TeraTree.sblwp
Aoc/0010/Map/MainField/F-7/F-7_Static.mubin,178596,aoc/0010/Map/MainField/F-7/F-7_Static.smubin
Aoc/0010/Map/MainField/F-7/F-7_TeraTree.blwp,22948,aoc/0010/Map/MainField/F-7/F-7_TeraTree.sblwp
Aoc/0010/Map/MainField/F-8/F-8_Static.mubin,206596,aoc/0010/Map/MainField/F-8/F-8_Static.smubin
Aoc/0010/Map/MainField/F-8/F-8_TeraTree.blwp,23972,aoc/0010/Map/MainField/F-8/F-8_TeraTree.sblwp
Aoc/0010/Map/MainField/G-1/G-1_Dynamic.mubin,49732,aoc/0010/Map/MainField/G-1/G-1_Dynamic.smubin
Aoc/0010/Map/MainField/G-1/G-1_Static.mubin,40548,aoc/0010/Map/MainField/G-1/G-1_Static.smubin
Aoc/0010/Map/MainField/G-1/G-1_TeraTree.blwp,1252,aoc/0010/Map/MainField/G-1/G-1_TeraTree.sblwp
Aoc/0010/Map/MainField/G-2/G-2_Dynamic.mubin,159972,aoc/0010/Map/MainField/G-2/G-2_Dynamic.smubin
Aoc/0010/Map/MainField/G-2/G-2_Static.mubin,270788,aoc/0010/Map/MainField/G-2/G-2_Static.smubin
Aoc/0010/Map/MainField/G-2/G-2_TeraTree.blwp,388,aoc/0010/Map/MainField/G-2/G-2_TeraTree.sblwp
Aoc/0010/Map/MainField/G-3/G-3_Dynamic.mubin,162180,aoc/0010/Map/MainField/G-3/G-3_Dynamic.smubin
Aoc/0010/Map/MainField/G-3/G-3_Static.mubin,120772,aoc/0010/Map/MainField/G-3/G-3_Static.smubin
Aoc/0010/Map/MainField/G-3/G-3_TeraTree.blwp,10948,aoc/0010/Map/MainField/G-3/G-3_TeraTree.sblwp
Aoc/0010/Map/MainField/G-4/G-4_Static.mubin,126116,aoc/0010/Map/MainField/G-4/G-4_Static.smubin
Aoc/0010/Map/MainField/G-4/G-4_TeraTree.blwp,8228,aoc/0010/Map/MainField/G-4/G-4_TeraTree.sblwp
Aoc/0010/Map/MainField/G-5/G-5_Static.mubin,124580,aoc/0010/Map/MainField/G-5/G-5_Static.smubin
Aoc/0010/Map/MainField/G-5/G-5_TeraTree.blwp,18564,aoc/0010/Map/MainField/G-5/G-5_TeraTree.sblwp
Aoc/0010/Map/MainField/G-6/G-6_Static.mubin,329604,aoc/0010/Map/MainField/G-6/G-6_Static.smubin
Aoc/0010/Map/MainField/G-6/G-6_TeraTree.blwp,13124,aoc/0010/Map/MainField/G-6/G-6_TeraTree.sblwp
Aoc/0010/Map/MainField/G-7/G-7_Static.mubin,107556,aoc/0010/Map/MainField/G-7/G-7_Static.smubin
Aoc/0010/Map/MainField/G-7/G-7_TeraTree.blwp,19076,aoc/0010/Map/MainField/G-7/G-7_TeraTree.sblwp
Aoc/0010/Map/MainField/G-8/G-8_Static.mubin,356452,aoc/0010/Map/MainField/G-8/G-8_Static.smubin
Aoc/0010/Map/MainField/G-8/G-8_TeraTree.blwp,29124,aoc/0010/Map/MainField/G-8/G-8_TeraTree.sblwp
Aoc/0010/Map/MainField/H-1/H-1_Dynamic.mubin,75172,aoc/0010/Map/MainField/H-1/H-1_Dynamic.smubin
Aoc/0010/Map/MainField/H-1/H-1_Static.mubin,86212,aoc/0010/Map/MainField/H-1/H-1_Static.smubin
Aoc/0010/Map/MainField/H-1/H-1_TeraTree.blwp,3428,aoc/0010/Map/MainField/H-1/H-1_TeraTree.sblwp
Aoc/0010/Map/MainField/H-2/H-2_Dynamic.mubin,44196,aoc/0010/Map/MainField/H-2/H-2_Dynamic.smubin
Aoc/0010/Map/MainField/H-2/H-2_Static.mubin,157796,aoc/0010/Map/MainField/H-2/H-2_Static.smubin
Aoc/0010/Map/MainField/H-2/H-2_TeraTree.blwp,324,aoc/0010/Map/MainField/H-2/H-2_TeraTree.sblwp
Aoc/0010/Map/MainField/H-3/H-3_Dynamic.mubin,133412,aoc/0010/Map/MainField/H-3/H-3_Dynamic.smubin
Aoc/0010/Map/MainField/H-3/H-3_Static.mubin,138596,aoc/0010/Map/MainField/H-3/H-3_Static.smubin
Aoc/0010/Map/MainField/H-3/H-3_TeraTree.blwp,4292,aoc/0010/Map/MainField/H-3/H-3_TeraTree.sblwp
Aoc/0010/Map/MainField/H-4/H-4_Static.mubin,278276,aoc/0010/Map/MainField/H-4/H-4_Static.smubin
Aoc/0010/Map/MainField/H-4/H-4_TeraTree.blwp,23684,aoc/0010/Map/MainField/H-4/H-4_TeraTree.sblwp
Aoc/0010/Map/MainField/H-5/H-5_Static.mubin,114372,aoc/0010/Map/MainField/H-5/H-5_Static.smubin
Aoc/0010/Map/MainField/H-5/H-5_TeraTree.blwp,12804,aoc/0010/Map/MainField/H-5/H-5_TeraTree.sblwp
Aoc/0010/Map/MainField/H-6/H-6_Static.mubin,176644,aoc/0010/Map/MainField/H-6/H-6_Static.smubin
Aoc/0010/Map/MainField/H-6/H-6_TeraTree.blwp,8964,aoc/0010/Map/MainField/H-6/H-6_TeraTree.sblwp
Aoc/0010/Map/MainField/H-7/H-7_Static.mubin,172036,aoc/0010/Map/MainField/H-7/H-7_Static.smubin
Aoc/0010/Map/MainField/H-7/H-7_TeraTree.blwp,22916,aoc/0010/Map/MainField/H-7/H-7_TeraTree.sblwp
Aoc/0010/Map/MainField/H-8/H-8_Static.mubin,174916,aoc/0010/Map/MainField/H-8/H-8_Static.smubin
Aoc/0010/Map/MainField/H-8/H-8_TeraTree.blwp,6916,aoc/0010/Map/MainField/H-8/H-8_TeraTree.sblwp
Aoc/0010/Map/MainField/I-1/I-1_Dynamic.mubin,145988,aoc/0010/Map/MainField/I-1/I-1_Dynamic.smubin
Aoc/0010/Map/MainField/I-1/I-1_Static.mubin,67748,aoc/0010/Map/MainField/I-1/I-1_Static.smubin
Aoc/0010/Map/MainField/I-1/I-1_TeraTree.blwp,14500,aoc/0010/Map/MainField/I-1/I-1_TeraTree.sblwp
Aoc/0010/Map/MainField/I-2/I-2_Dynamic.mubin,193092,aoc/0010/Map/MainField/I-2/I-2_Dynamic.smubin
Aoc/0010/Map/MainField/I-2/I-2_Static.mubin,89188,aoc/0010/Map/MainField/I-2/I-2_Static.smubin
Aoc/0010/Map/MainField/I-2/I-2_TeraTree.blwp,23588,aoc/0010/Map/MainField/I-2/I-2_TeraTree.sblwp
Aoc/0010/Map/MainField/I-3/I-3_Static.mubin,274948,aoc/0010/Map/MainField/I-3/I-3_Static.smubin
Aoc/0010/Map/MainField/I-3/I-3_TeraTree.blwp,14980,aoc/0010/Map/MainField/I-3/I-3_TeraTree.sblwp
Aoc/0010/Map/MainField/I-4/I-4_Static.mubin,325508,aoc/0010/Map/MainField/I-4/I-4_Static.smubin
Aoc/0010/Map/MainField/I-4/I-4_TeraTree.blwp,10340,aoc/0010/Map/MainField/I-4/I-4_TeraTree.sblwp
Aoc/0010/Map/MainField/I-5/I-5_Static.mubin,130404,aoc/0010/Map/MainField/I-5/I-5_Static.smubin
Aoc/0010/Map/MainField/I-5/I-5_TeraTree.blwp,7972,aoc/0010/Map/MainField/I-5/I-5_TeraTree.sblwp
Aoc/0010/Map/MainField/I-6/I-6_Static.mubin,141988,aoc/0010/Map/MainField/I-6/I-6_Static.smubin
Aoc/0010/Map/MainField/I-6/I-6_TeraTree.blwp,13060,aoc/0010/Map/MainField/I-6/I-6_TeraTree.sblwp
Aoc/0010/Map/MainField/I-7/I-7_Static.mubin,254788,aoc/0010/Map/MainField/I-7/I-7_Static.smubin
Aoc/0010/Map/MainField/I-7/I-7_TeraTree.blwp,15172,aoc/0010/Map/MainField/I-7/I-7_TeraTree.sblwp
Aoc/0010/Map/MainField/I-8/I-8_Static.mubin,72676,aoc/0010/Map/MainField/I-8/I-8_Static.smubin
Aoc/0010/Map/MainField/I-8/I-8_TeraTree.blwp,4228,aoc/0010/Map/MainField/I-8/I-8_TeraTree.sblwp
Aoc/0010/Map/MainField/J-1/J-1_Static.mubin,63812,aoc/0010/Map/MainField/J-1/J-1_Static.smubin
Aoc/0010/Map/MainField/J-1/J-1_TeraTree.blwp,14084,aoc/0010/Map/MainField/J-1/J-1_TeraTree.sblwp
Aoc/0010/Map/MainField/J-2/J-2_Static.mubin,78180,aoc/0010/Map/MainField/J-2/J-2_Static.smubin
Aoc/0010/Map/MainField/J-2/J-2_TeraTree.blwp,11332,aoc/0010/Map/MainField/J-2/J-2_TeraTree.sblwp
Aoc/0010/Map/MainField/J-3/J-3_Static.mubin,83972,aoc/0010/Map/MainField/J-3/J-3_Static.smubin
Aoc/0010/Map/MainField/J-3/J-3_TeraTree.blwp,6308,aoc/0010/Map/MainField/J-3/J-3_TeraTree.sblwp
Aoc/0010/Map/MainField/J-4/J-4_Static.mubin,111556,aoc/0010/Map/MainField/J-4/J-4_Static.smubin
Aoc/0010/Map/MainField/J-4/J-4_TeraTree.blwp,9412,aoc/0010/Map/MainField/J-4/J-4_TeraTree.sblwp
Aoc/0010/Map/MainField/J-5/J-5_Static.mubin,78820,aoc/0010/Map/MainField/J-5/J-5_Static.smubin
Aoc/0010/Map/MainField/J-5/J-5_TeraTree.blwp,5796,aoc/0010/Map/MainField/J-5/J-5_TeraTree.sblwp
Aoc/0010/Map/MainField/J-6/J-6_Static.mubin,44900,aoc/0010/Map/MainField/J-6/J-6_Static.smubin
Aoc/0010/Map/MainField/J-6/J-6_TeraTree.blwp,7076,aoc/0010/Map/MainField/J-6/J-6_TeraTree.sblwp
Aoc/0010/Map/MainField/J-7/J-7_Static.mubin,54820,aoc/0010/Map/MainField/J-7/J-7_Static.smubin
Aoc/0010/Map/MainField/J-7/J-7_TeraTree.blwp,1316,aoc/0010/Map/MainField/J-7/J-7_TeraTree.sblwp
Aoc/0010/Map/MainField/J-8/J-8_Static.mubin,141316,aoc/0010/Map/MainField/J-8/J-8_Static.smubin
Aoc/0010/Map/MainField/J-8/J-8_TeraTree.blwp,5956,aoc/0010/Map/MainField/J-8/J-8_TeraTree.sblwp
Actor/Pack/Animal_Cassowary_A.bactorpack,48256,content/Actor/Pack/Animal_Cassowary_A.sbactorpack
Actor/Pack/Animal_Crow_A.bactorpack,26336,content/Actor/Pack/Animal_Crow_A.sbactorpack
Actor/Pack/Animal_Gull_A.bactorpack,18208,content/Actor/Pack/Animal_Gull_A.sbactorpack
Actor/Pack/Animal_Hawk_A.bactorpack,18272,content/Actor/Pack/Animal_Hawk_A.sbactorpack
Actor/Pack/Animal_Heron_A.bactorpack,28704,content/Actor/Pack/Animal_Heron_A.sbactorpack
Actor/Pack/Animal_Heron_B.bactorpack,28736,content/Actor/Pack/Animal_Heron_B.sbactorpack
Actor/Pack/Animal_LittleBird_A.bactorpack,26208,content/Actor/Pack/Animal_LittleBird_A.sbactorpack
Actor/Pack/Animal_LittleBird_B.bactorpack,26272,content/Actor/Pack/Animal_LittleBird_B.sbactorpack
Actor/Pack/Animal_LittleBird_C.bactorpack,26272,content/Actor/Pack/Animal_LittleBird_C.sbactorpack
Actor/Pack/Animal_LittleBird_D.bactorpack,26272,content/Actor/Pack/Animal_LittleBird_D.sbactorpack
Actor/Pack/Animal_LittleBird_E.bactorpack,26272,content/Actor/Pack/Animal_LittleBird_E.sbactorpack
Actor/Pack/Animal_LittleBird_F.bactorpack,26272,content/Actor/Pack/Animal_LittleBird_F.sbactorpack
Actor/Pack/Animal_Pigeon_A.bactorpack,26592,content/Actor/Pack/Animal_Pigeon_A.sbactorpack
Actor/Pack/Animal_Pigeon_B.bactorpack,26656,content/Actor/Pack/Animal_Pigeon_B.sbactorpack
Actor/Pack/Enemy_Golem_Fire.bactorpack,120608,content/Actor/Pack/Enemy_Golem_Fire.sbactorpack
Actor/Pack/Enemy_Golem_Ice.bactorpack,120544,content/Actor/Pack/Enemy_Golem_Ice.sbactorpack
Actor/Pack/Enemy_Golem_Junior.bactorpack,116256,content/Actor/Pack/Enemy_Golem_Junior.sbactorpack
Actor/Pack/Enemy_Golem_Senior.bactorpack,120544,content/Actor/Pack/Enemy_Golem_Senior.sbactorpack
Actor/Pack/Item_Bow_028_Broken.bactorpack,22848,content/Actor/Pack/Item_Bow_028_Broken.sbactorpack
Actor/Pack/Item_Feather.bactorpack,12256,content/Actor/Pack/Item_Feather.sbactorpack
Actor/Pack/Item_Lsword_054_Broken.bactorpack,14304,content/Actor/Pack/Item_Lsword_054_Broken.sbactorpack
Actor/Pack/Item_Ore_Ancient.bactorpack,12992,content/Actor/Pack/Item_Ore_Ancient.sbactorpack
Actor/Pack/Item_Ore_Coal.bactorpack,12704,content/Actor/Pack/Item_Ore_Coal.sbactorpack
Actor/Pack/Item_Ore_Eldin.bactorpack,12704,content/Actor/Pack/Item_Ore_Eldin.sbactorpack
Actor/Pack/Item_Ore_Gold.bactorpack,12704,content/Actor/Pack/Item_Ore_Gold.sbactorpack
Actor/Pack/Item_Ore_Iron.bactorpack,12736,content/Actor/Pack/Item_Ore_Iron.sbactorpack
Actor/Pack/Item_Ore_Silver.bactorpack,12736,content/Actor/Pack/Item_Ore_Silver.sbactorpack
Actor/Pack/Item_Ore_Steel.bactorpack,12928,content/Actor/Pack/Item_Ore_Steel.sbactorpack
Actor/Pack/Item_Shield_037_Broken.bactorpack,13216,content/Actor/Pack/Item_Shield_037_Broken.sbactorpack
Actor/Pack/Item_Spear_050_Broken.bactorpack,21472,content/Actor/Pack/Item_Spear_050_Broken.sbactorpack
Actor/Pack/Item_Sword_052_Broken.bactorpack,14400,content/Actor/Pack/Item_Sword_052_Broken.sbactorpack
Actor/Pack/Obj_ArrowBundle_A_01.bactorpack,9760,content/Actor/Pack/Obj_ArrowBundle_A_01.sbactorpack
Actor/Pack/Obj_ArrowBundle_A_02.bactorpack,9792,content/Actor/Pack/Obj_ArrowBundle_A_02.sbactorpack
Actor/Pack/Obj_ArrowNormal_A_01.bactorpack,9504,content/Actor/Pack/Obj_ArrowNormal_A_01.sbactorpack
Actor/Pack/Obj_BombArrow_A_01.bactorpack,9504,content/Actor/Pack/Obj_BombArrow_A_01.sbactorpack
Actor/Pack/Obj_BombArrow_A_02.bactorpack,9792,content/Actor/Pack/Obj_BombArrow_A_02.sbactorpack
Actor/Pack/Obj_BombArrow_A_03.bactorpack,9792,content/Actor/Pack/Obj_BombArrow_A_03.sbactorpack
Actor/Pack/Obj_BombArrow_A_04.bactorpack,9792,content/Actor/Pack/Obj_BombArrow_A_04.sbactorpack
Actor/Pack/Obj_ElectricArrow_A_01.bactorpack,9760,content/Actor/Pack/Obj_ElectricArrow_A_01.sbactorpack
Actor/Pack/Obj_ElectricArrow_A_02.bactorpack,9824,content/Actor/Pack/Obj_ElectricArrow_A_02.sbactorpack
Actor/Pack/Obj_ElectricArrow_A_03.bactorpack,9792,content/Actor/Pack/Obj_ElectricArrow_A_03.sbactorpack
Actor/Pack/Obj_FireArrow_A_01.bactorpack,9504,content/Actor/Pack/Obj_FireArrow_A_01.sbactorpack
Actor/Pack/Obj_FireArrow_A_02.bactorpack,9792,content/Actor/Pack/Obj_FireArrow_A_02.sbactorpack
Actor/Pack/Obj_FireArrow_A_03.bactorpack,9792,content/Actor/Pack/Obj_FireArrow_A_03.sbactorpack
Actor/Pack/Obj_IceArrow_A_01.bactorpack,9824,content/Actor/Pack/Obj_IceArrow_A_01.sbactorpack
Actor/Pack/Obj_IceArrow_A_02.bactorpack,9760,content/Actor/Pack/Obj_IceArrow_A_02.sbactorpack
Actor/Pack/Obj_IceArrow_A_03.bactorpack,9760,content/Actor/Pack/Obj_IceArrow_A_03.sbactorpack
Actor/Pack/Obj_Mineral_A_01.bactorpack,12000,content/Actor/Pack/Obj_Mineral_A_01.sbactorpack
